areaCode,areaName,areaType,date,cumPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate
S92000003,Scotland,nation,2021-09-05,4126263,3736762
S92000003,Scotland,nation,2021-09-04,4121962,3726769
S92000003,Scotland,nation,2021-09-03,4117147,3717587
S92000003,Scotland,nation,2021-09-02,4114552,3709328
S92000003,Scotland,nation,2021-09-01,4111513,3699250
S92000003,Scotland,nation,2021-08-31,4108804,3691066
S92000003,Scotland,nation,2021-08-30,4106408,3680761
S92000003,Scotland,nation,2021-08-29,4103687,3668041
S92000003,Scotland,nation,2021-08-28,4101311,3655287
S92000003,Scotland,nation,2021-08-27,4098078,3640865
S92000003,Scotland,nation,2021-08-26,4095463,3629482
S92000003,Scotland,nation,2021-08-25,4092295,3617687
S92000003,Scotland,nation,2021-08-24,4088894,3603429
S92000003,Scotland,nation,2021-08-23,4085552,3587145
S92000003,Scotland,nation,2021-08-22,4082698,3572042
S92000003,Scotland,nation,2021-08-21,4079496,3556947
S92000003,Scotland,nation,2021-08-20,4075555,3541708
S92000003,Scotland,nation,2021-08-19,4071537,3526754
S92000003,Scotland,nation,2021-08-18,4068806,3512673
S92000003,Scotland,nation,2021-08-17,4065970,3498257
S92000003,Scotland,nation,2021-08-16,4061687,3482188
S92000003,Scotland,nation,2021-08-15,4058482,3467817
S92000003,Scotland,nation,2021-08-14,4054842,3449901
S92000003,Scotland,nation,2021-08-13,4050011,3431062
S92000003,Scotland,nation,2021-08-12,4044950,3412051
S92000003,Scotland,nation,2021-08-11,4039226,3393900
S92000003,Scotland,nation,2021-08-10,4034420,3375524
S92000003,Scotland,nation,2021-08-09,4029479,3357803
S92000003,Scotland,nation,2021-08-08,4026827,3342056
S92000003,Scotland,nation,2021-08-07,4024852,3323466
S92000003,Scotland,nation,2021-08-06,4022914,3305325
S92000003,Scotland,nation,2021-08-05,4020712,3286153
S92000003,Scotland,nation,2021-08-04,4018503,3268887
S92000003,Scotland,nation,2021-08-03,4016326,3249622
S92000003,Scotland,nation,2021-08-02,4014212,3231331
S92000003,Scotland,nation,2021-08-01,4012496,3214801
S92000003,Scotland,nation,2021-07-31,4011060,3197899
S92000003,Scotland,nation,2021-07-30,4009611,3180160
S92000003,Scotland,nation,2021-07-29,4007577,3162662
S92000003,Scotland,nation,2021-07-28,4005421,3145017
S92000003,Scotland,nation,2021-07-27,4002903,3125690
S92000003,Scotland,nation,2021-07-26,4000658,3108928
S92000003,Scotland,nation,2021-07-25,3998627,3092102
S92000003,Scotland,nation,2021-07-24,3997105,3079492
S92000003,Scotland,nation,2021-07-23,3994883,3064441
S92000003,Scotland,nation,2021-07-22,3992327,3044803
S92000003,Scotland,nation,2021-07-21,3989927,3028271
S92000003,Scotland,nation,2021-07-20,3987074,3010505
S92000003,Scotland,nation,2021-07-19,3984433,2995086
S92000003,Scotland,nation,2021-07-18,3981950,2978746
S92000003,Scotland,nation,2021-07-17,3976022,2966054
S92000003,Scotland,nation,2021-07-16,3970026,2954776
S92000003,Scotland,nation,2021-07-15,3963502,2940202
S92000003,Scotland,nation,2021-07-14,3956549,2927130
S92000003,Scotland,nation,2021-07-13,3948446,2914904
S92000003,Scotland,nation,2021-07-12,3941571,2903557
S92000003,Scotland,nation,2021-07-11,3934408,2893271
S92000003,Scotland,nation,2021-07-10,3928409,2877326
S92000003,Scotland,nation,2021-07-09,3920145,2861110
S92000003,Scotland,nation,2021-07-08,3911189,2843938
S92000003,Scotland,nation,2021-07-07,3900864,2825886
S92000003,Scotland,nation,2021-07-06,3890176,2808902
S92000003,Scotland,nation,2021-07-05,3879458,2791071
S92000003,Scotland,nation,2021-07-04,3869223,2774136
S92000003,Scotland,nation,2021-07-03,3857584,2762156
S92000003,Scotland,nation,2021-07-02,3844371,2749373
S92000003,Scotland,nation,2021-07-01,3831770,2737347
S92000003,Scotland,nation,2021-06-30,3816251,2722725
S92000003,Scotland,nation,2021-06-29,3799467,2712237
S92000003,Scotland,nation,2021-06-28,3781887,2701195
S92000003,Scotland,nation,2021-06-27,3765379,2691775
S92000003,Scotland,nation,2021-06-26,3747510,2679357
S92000003,Scotland,nation,2021-06-25,3730101,2666827
S92000003,Scotland,nation,2021-06-24,3709801,2647397
S92000003,Scotland,nation,2021-06-23,3695303,2631533
S92000003,Scotland,nation,2021-06-22,3681620,2617450
S92000003,Scotland,nation,2021-06-21,3664571,2602753
S92000003,Scotland,nation,2021-06-20,3647437,2586970
S92000003,Scotland,nation,2021-06-19,3630589,2571637
S92000003,Scotland,nation,2021-06-18,3611266,2555308
S92000003,Scotland,nation,2021-06-17,3591638,2535803
S92000003,Scotland,nation,2021-06-16,3571726,2516066
S92000003,Scotland,nation,2021-06-15,3551739,2493358
S92000003,Scotland,nation,2021-06-14,3531461,2470181
S92000003,Scotland,nation,2021-06-13,3517668,2446834
S92000003,Scotland,nation,2021-06-12,3497287,2425825
S92000003,Scotland,nation,2021-06-11,3477378,2402700
S92000003,Scotland,nation,2021-06-10,3459063,2375246
S92000003,Scotland,nation,2021-06-09,3441217,2345181
S92000003,Scotland,nation,2021-06-08,3422431,2313695
S92000003,Scotland,nation,2021-06-07,3403866,2282203
S92000003,Scotland,nation,2021-06-06,3386321,2251259
S92000003,Scotland,nation,2021-06-05,3365779,2227493
S92000003,Scotland,nation,2021-06-04,3345842,2202547
S92000003,Scotland,nation,2021-06-03,3326005,2170570
S92000003,Scotland,nation,2021-06-02,3305812,2137618
S92000003,Scotland,nation,2021-06-01,3286261,2106177
S92000003,Scotland,nation,2021-05-31,3267290,2075231
S92000003,Scotland,nation,2021-05-30,3251138,2044253
S92000003,Scotland,nation,2021-05-29,3234311,2022728
S92000003,Scotland,nation,2021-05-28,3215770,1998409
S92000003,Scotland,nation,2021-05-27,3196051,1971006
S92000003,Scotland,nation,2021-05-26,3174807,1942285
S92000003,Scotland,nation,2021-05-25,3155733,1913809
S92000003,Scotland,nation,2021-05-24,3138366,1881214
S92000003,Scotland,nation,2021-05-23,3121945,1852179
S92000003,Scotland,nation,2021-05-22,3108819,1828930
S92000003,Scotland,nation,2021-05-21,3096341,1799956
S92000003,Scotland,nation,2021-05-20,3082251,1769040
S92000003,Scotland,nation,2021-05-19,3063648,1742072
S92000003,Scotland,nation,2021-05-18,3051383,1704388
S92000003,Scotland,nation,2021-05-17,3045152,1669469
S92000003,Scotland,nation,2021-05-16,3035790,1638536
S92000003,Scotland,nation,2021-05-15,3020335,1621031
S92000003,Scotland,nation,2021-05-14,3003339,1599519
S92000003,Scotland,nation,2021-05-13,2985557,1575765
S92000003,Scotland,nation,2021-05-12,2968169,1551339
S92000003,Scotland,nation,2021-05-11,2948604,1526889
S92000003,Scotland,nation,2021-05-10,2928963,1506613
S92000003,Scotland,nation,2021-05-09,2909156,1485296
S92000003,Scotland,nation,2021-05-08,2897975,1468296
S92000003,Scotland,nation,2021-05-07,2883384,1450798
S92000003,Scotland,nation,2021-05-06,2876633,1424208
S92000003,Scotland,nation,2021-05-05,2860635,1400296
S92000003,Scotland,nation,2021-05-04,2846834,1373882
S92000003,Scotland,nation,2021-05-03,2833761,1348050
S92000003,Scotland,nation,2021-05-02,2824955,1326599
S92000003,Scotland,nation,2021-05-01,2817752,1297664
S92000003,Scotland,nation,2021-04-30,2811343,1263862
S92000003,Scotland,nation,2021-04-29,2802152,1224861
S92000003,Scotland,nation,2021-04-28,2796810,1184629
S92000003,Scotland,nation,2021-04-27,2789978,1142947
S92000003,Scotland,nation,2021-04-26,2782162,1102690
S92000003,Scotland,nation,2021-04-25,2773770,1068704
S92000003,Scotland,nation,2021-04-24,2771159,1042386
S92000003,Scotland,nation,2021-04-23,2764607,993180
S92000003,Scotland,nation,2021-04-22,2758381,949228
S92000003,Scotland,nation,2021-04-21,2755175,898231
S92000003,Scotland,nation,2021-04-20,2752575,847655
S92000003,Scotland,nation,2021-04-19,2750052,797267
S92000003,Scotland,nation,2021-04-18,2747694,757115
S92000003,Scotland,nation,2021-04-17,2744231,738420
S92000003,Scotland,nation,2021-04-16,2733387,715714
S92000003,Scotland,nation,2021-04-15,2722084,688761
S92000003,Scotland,nation,2021-04-14,2708691,661975
S92000003,Scotland,nation,2021-04-13,2694971,634422
S92000003,Scotland,nation,2021-04-12,2682706,605126
S92000003,Scotland,nation,2021-04-11,2668723,590174
S92000003,Scotland,nation,2021-04-10,2657578,568875
S92000003,Scotland,nation,2021-04-09,2643524,551699
S92000003,Scotland,nation,2021-04-08,2625577,524812
S92000003,Scotland,nation,2021-04-07,2608831,500376
S92000003,Scotland,nation,2021-04-06,2593932,479239
S92000003,Scotland,nation,2021-04-05,2577816,463780
S92000003,Scotland,nation,2021-04-04,2565280,456374
S92000003,Scotland,nation,2021-04-03,2553837,451057
S92000003,Scotland,nation,2021-04-02,2535889,434941
S92000003,Scotland,nation,2021-04-01,2515748,414540
S92000003,Scotland,nation,2021-03-31,2493327,399062
S92000003,Scotland,nation,2021-03-30,2465541,372104
S92000003,Scotland,nation,2021-03-29,2437543,348635
S92000003,Scotland,nation,2021-03-28,2410281,331969
S92000003,Scotland,nation,2021-03-27,2386158,317217
S92000003,Scotland,nation,2021-03-26,2358807,294714
S92000003,Scotland,nation,2021-03-25,2322832,279814
S92000003,Scotland,nation,2021-03-24,2285711,263236
S92000003,Scotland,nation,2021-03-23,2249612,249252
S92000003,Scotland,nation,2021-03-22,2214672,235671
S92000003,Scotland,nation,2021-03-21,2182400,225096
S92000003,Scotland,nation,2021-03-20,2144940,220188
S92000003,Scotland,nation,2021-03-19,2110780,211272
S92000003,Scotland,nation,2021-03-18,2066460,201435
S92000003,Scotland,nation,2021-03-17,2023002,192100
S92000003,Scotland,nation,2021-03-16,1981818,181879
S92000003,Scotland,nation,2021-03-15,1943507,170892
S92000003,Scotland,nation,2021-03-14,1908991,161945
S92000003,Scotland,nation,2021-03-13,1888697,160038
S92000003,Scotland,nation,2021-03-12,1867123,156250
S92000003,Scotland,nation,2021-03-11,1844636,149409
S92000003,Scotland,nation,2021-03-10,1825800,141433
S92000003,Scotland,nation,2021-03-09,1809158,132760
S92000003,Scotland,nation,2021-03-08,1789377,123686
S92000003,Scotland,nation,2021-03-07,1774659,118732
S92000003,Scotland,nation,2021-03-06,1759750,115930
S92000003,Scotland,nation,2021-03-05,1743869,114081
S92000003,Scotland,nation,2021-03-04,1717672,108197
S92000003,Scotland,nation,2021-03-03,1688608,100058
S92000003,Scotland,nation,2021-03-02,1661879,92550
S92000003,Scotland,nation,2021-03-01,1634361,84445
S92000003,Scotland,nation,2021-02-28,1611578,78865
S92000003,Scotland,nation,2021-02-27,1593695,76512
S92000003,Scotland,nation,2021-02-26,1570153,72178
S92000003,Scotland,nation,2021-02-25,1542929,65340
S92000003,Scotland,nation,2021-02-24,1515980,56661
S92000003,Scotland,nation,2021-02-23,1488077,50121
S92000003,Scotland,nation,2021-02-22,1465241,43203
S92000003,Scotland,nation,2021-02-21,1445488,37342
S92000003,Scotland,nation,2021-02-20,1431942,35479
S92000003,Scotland,nation,2021-02-19,1412643,33473
S92000003,Scotland,nation,2021-02-18,1386152,29015
S92000003,Scotland,nation,2021-02-17,1354966,24169
S92000003,Scotland,nation,2021-02-16,1320074,20409
S92000003,Scotland,nation,2021-02-15,1288004,17137
S92000003,Scotland,nation,2021-02-14,1255190,14501
S92000003,Scotland,nation,2021-02-13,1223774,14281
S92000003,Scotland,nation,2021-02-12,1173445,14009
S92000003,Scotland,nation,2021-02-11,1113625,13566
S92000003,Scotland,nation,2021-02-10,1048747,13195
S92000003,Scotland,nation,2021-02-09,985569,12866
S92000003,Scotland,nation,2021-02-08,928122,12257
S92000003,Scotland,nation,2021-02-07,866823,10690
S92000003,Scotland,nation,2021-02-06,839266,10582
S92000003,Scotland,nation,2021-02-05,786427,10332
S92000003,Scotland,nation,2021-02-04,742512,9529
S92000003,Scotland,nation,2021-02-03,694347,9031
S92000003,Scotland,nation,2021-02-02,649262,8758
S92000003,Scotland,nation,2021-02-01,610778,8345
S92000003,Scotland,nation,2021-01-31,575897,7849
S92000003,Scotland,nation,2021-01-30,566269,7794
S92000003,Scotland,nation,2021-01-29,543370,7638
S92000003,Scotland,nation,2021-01-28,515855,7095
S92000003,Scotland,nation,2021-01-27,491658,6783
S92000003,Scotland,nation,2021-01-26,462092,6596
S92000003,Scotland,nation,2021-01-25,437900,6060
S92000003,Scotland,nation,2021-01-24,415402,5538
S92000003,Scotland,nation,2021-01-23,404038,5383
S92000003,Scotland,nation,2021-01-22,380667,5188
S92000003,Scotland,nation,2021-01-21,358454,4689
S92000003,Scotland,nation,2021-01-20,334871,4466
S92000003,Scotland,nation,2021-01-19,309909,4170
S92000003,Scotland,nation,2021-01-18,284582,3886
S92000003,Scotland,nation,2021-01-17,264991,3698
S92000003,Scotland,nation,2021-01-16,260140,3657
S92000003,Scotland,nation,2021-01-15,241924,3512
S92000003,Scotland,nation,2021-01-14,224840,3331
S92000003,Scotland,nation,2021-01-13,208207,3190
S92000003,Scotland,nation,2021-01-12,191965,2990
S92000003,Scotland,nation,2021-01-11,175942,2857
S92000003,Scotland,nation,2021-01-10,163377,2758
W92000004,Wales,nation,2021-10-26,2435396,2241637
W92000004,Wales,nation,2021-10-25,2432956,2240960
W92000004,Wales,nation,2021-10-24,2429690,2240432
W92000004,Wales,nation,2021-10-23,2426859,2240110
W92000004,Wales,nation,2021-10-22,2422938,2239671
W92000004,Wales,nation,2021-10-21,2421700,2238954
W92000004,Wales,nation,2021-10-20,2420558,2238258
W92000004,Wales,nation,2021-10-19,2419276,2237199
W92000004,Wales,nation,2021-10-18,2418115,2236392
W92000004,Wales,nation,2021-10-17,2416793,2235723
W92000004,Wales,nation,2021-10-16,2412040,2235447
W92000004,Wales,nation,2021-10-15,2406747,2234947
W92000004,Wales,nation,2021-10-14,2405335,2233773
W92000004,Wales,nation,2021-10-13,2404237,2232967
W92000004,Wales,nation,2021-10-12,2403211,2231804
W92000004,Wales,nation,2021-10-11,2401771,2230674
